RCR;ARK;geo;Services proposés;catalogue_url_ligne;nomrue;commune;codepostal;nometabaff;nometablissement;nomtutelle;Type d'établissement;Code type d'établissement;Heures d'ouverture;Fermeture annuelle;notecondaccess;noteaccessetab;Conditions d'accès;Code Conditions d'accès;Télécopie;Site web;Téléphone;Description des collections;Volumétrie
786465102;/06871/0029375;48.7989176, 2.1238157;consultation sur place,prêt à domicile,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne;http://www.ecole-paysage.fr/site/ensp_fr/centre_documentation.htm;10, rue du Maréchal Joffre;Versailles;78000;;Ecole nationale supérieure de paysage. Centre de documentation;;Bibliothèque ou centre de documentation spécialisé;3;Lundi, mercredi  9h-12h30 / 13h30-18h * Mardi 13h30-18h * Jeudi 9h-18h * Vendredi 9h-12h30 / 13h30-17h30;se renseigner;;;Tous publics;T;01.39.24.62.71;http://www.ecole-paysage.fr/site/ensp_fr/centre_documentation.htm;01.39.24.62.22;Centre de documentation spécialisé dans le paysage, l'art des jardins, l'architecture, l'urbanisme, l'aménagement du territoire et les arts.;"Le catalogue bibliographique (49 500 références) permet d’effectuer des recherches sur le fonds documentaire constitué de 10 500 ouvrages, 276 titres de périodiques, 1 920 travaux de fin d’études des étudiants, plus de 2 620 études, et d’un fonds iconographique numérisé sur l’art des jardins en Europe. 

Un fonds ancien réunissant des collections de gravures, d’ouvrages et de périodiques sur l’horticulture et l’art des jardins XVIIe-XIXe siècle, ainsi qu’un fonds de plans et de photographies concernant le Potager du Roi, est consultable sur demande."
075106530;/06871/00212186;48.8539194, 2.3356016;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes,autre service;http://ipac.icp.fr;3 rue de l'Abbaye;Paris;75006;;Institut catholique de Paris.  Centre documentaire de l'Institut supérieur de pédagogie;;Bibliothèque ou centre de documentation spécialisé;3;"Année universitaire :
lundi, mardi, mercredi : 9h-18h
jeudi : 9h-12h30 et 13h30-18h
vendredi : 9h-12h30 et 13h30-17h";"Entre Noël et le jour de l'an
mois d'août";Réservé aux étudiants, aux enseignants de l'ICP et sur inscription payante, aux lecteurs extérieurs à l'établissement;;Accès réservé;R;01.44.39.60.01;http://ipac.icp.fr;01.44.39.60.07/10;;"Volumétrie globale : 15 000 notices
Monographies (15 000); Périodiques (63)"
751032201;/06871/00212964;48.8659336, 2.3564335;autre service;;2, rue Conté;Paris;75141;CNAM Bibliothèque Géotechnique;Conservatoire national des arts et métiers. Bibliothèque de Géotechnique;CONSERVATOIRE NATIONAL DES ARTS ET METIERS (FRANCE);Autres;12;"Lundi à vendredi 10h-21h; samedi 9h-12h";Vacances scolaires;tous publics,;;Tous publics;T;01.40.27.24.28;http://sti.cnam.fr/geotechnique/;01.40.27.24.27;;
751135104;/06871/00213240;48.834056, 2.3673438;consultation sur place,reproduction,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne;http://www.haras-nationaux.fr/particuliers/sinformer/la-mediatheque-du-cheval/consulter-equidoc.html;83-85, boulevard Vincent Auriol;Paris;75013;Médiathèque du cheval;Institut français du cheval et de l'équitation (IFCE);MINISTERE DE L'AGRICULTURE, DE L'ALIMENTATION, DE LA PECHE ET DE L'AMENAGEMENT DU TERRITOIRE;Bibliothèque ou centre de documentation spécialisé;3;lundi à vendredi 9h-18h;;Sur rendez-vous;3ème étage, gauche, par ascenseur;Tous publics;T;;http://www.haras-nationaux.fr;01.44.67.97.28;Fonds à dominantes scientifique et technique sur les équidés;"22 512 notices (pour les trois sites)

1520 ouvrages
17951 articles et fiches
1514 thèses, rapports, mémoires et brochures
60 dvd et cd roms
12 000 photo"
772496201;/06871/00212178;48.749185, 2.620755;consultation sur place,prêt à domicile,réservation de documents,catalogue en ligne;http://lesigny.c3rb.fr;Rue de Villarceau;Lesigny;77150;;Bibliothèque municipale;VILLE DE LESIGNY;Bibliothèque médiathèque municipale ou intercommunale;1;"mercredi 10h-12h et 14h-19h
samedi : 10h-13h et 14h-18h

Au mois de juillet :
Mardi * Mercredi * Vendredi * Samedi : 14h à  18h";mois d'août;Adhesion gratuite sur présentation d'une carte d'identité;;Tous publics;T;01.60.34.24.43;http://www.mairie-lesigny.fr/index.php/Biblioth%C3%A8que?idpage=44&afficheMenuContextuel=true;01.60.34.24.40;Collection encyclopédique et multimédia de lecture publique;Fonds constitué de 19 000 ouvrages de toute nature : romans, documentaires, livres d’art, bandes dessinées, magazines.
751055233;;48.8439198, 2.3566353;prêt entre bibliothèques,renseignements bibliographiques,accès bases de données externes;;57 rue Cuvier;Paris;75231;;Muséum national d'histoire naturelle. Bibliothèque d'écologie et de gestion de la biodiversité (CESCO et Patrinat);MUSEUM NATIONAL D'HISTOIRE NATURELLE (PARIS);Bibliothèque ou centre de documentation spécialisé;3;Sur rendez-vous;Se renseigner;Réservé chercheurs;;Tous publics;T;;http://bibliotheques.mnhn.fr;01.40.79.36.31;;
940282101;/06871/0027909;48.7951184, 2.4539208;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes;http://athena.u-pec.fr/;8, rue du Général Sarrail;Créteil;94010;Bibliothèque du CHU Henri Mondor;Université Paris-Est Créteil Val de Marne;UNIVERSITE PARIS-EST CRETEIL VAL DE MARNE;Bibliothèque ou institut universitaire;2;Salle de lecture : lundi au vendredi 8h30-22h, le samedi 10h-20h * Salle de recherche : lundi au vendredi 8h30-19h45, le samedi : 10h-16h45;4 semaines en août et une semaine à Noël;Etudiants, enseignants, chercheurs et personnel hospitalier;;Accès réservé;R;01.48.98.07.18;http://www.univ-paris12.fr;01.49.81.36.07;;
940166201;/06871/0026860;48.7935337, 2.3345233;consultation sur place,prêt à domicile,élaboration de bibliographies,catalogue en ligne,accès internet,compte utilisateur/lecteur,accueil petite enfance - Heure du conte,services aux collectivités;http://bibliotheque.ville-cachan.fr;26, avenue Louis Georgeon;Cachan;94230;;Bibliothèque municipale;;Bibliothèque médiathèque municipale ou intercommunale;1;"mardi :  14h-19h
mercredi : 10h-13h et 14h-18h
jeudi : 15h-18h
vendredi : 14h-19h
samedi : 10h-18h";;;;Tous publics;T;;http://bibliotheque.ville-cachan.fr;01.49.69.61.60;Collections encyclopédiques de lecture publique;Plus de 130 000 documents, livres, revues, CD, DVD, textes lus, partitions
751055241;/06871/00213297;48.8506669, 2.3522907;consultation sur place,reproduction,renseignements bibliographiques,accès bases de données externes;;47, quai de la Tournelle;Paris;75005;;Musée de l'Assistance publique-Hôpitaux de Paris;;Musée;8;;;sur rendez-vous;pas d'équipement permettant l'accès aux personnes handicapées;;;01.40.27.46.48;http://www.aphp.fr/musee;01.40.27.50.05;"Le musée retrace l'histoire de l'hôpital du Moyen Age aux débuts du XXe siècle : histoire religieuse et sociale, histoire de la médecine et des professions de santé, histoire des représentations du corps et de la maladie.			
Il possède plus de 10 000 pièces inventoriées: peintures, gravures, objets de pharmacie, instruments médicaux, vêtements liturgiques et professionnels, objets de pharmacie, livres et traités, etc.";"630 imprimés
38 manuscrits

Les ouvrages sur l'odontologie sont pour partie déposés à la BIUM."
751059909;/06871/00213419;48.8400794, 2.3542131;consultation sur place,prêt à domicile,catalogue en ligne,accès bases de données externes;http://virtuoseplus.univ-paris3.fr;13, rue de Santeuil;Paris;75231;;Université Sorbonne Nouvelle. Direction des Bibliothèques Universitaires * Bibliothèque numérique;UNIVERSITE SORBONNE NOUVELLE (PARIS);Bibliothèque ou institut universitaire;2;Lundi 11h-19h30 * Mardi au vendredi 9h-19h30 * Samedi 10h-17h30;"Congés de Noël ; du 1er au 31 août";;;;;01 45 87 48 26;;01 45 87 48 29;;
751052132;;48.8488889, 2.3431196;consultation sur place,prêt à domicile,reproduction,réservation de documents,élaboration de bibliographies,catalogue en ligne,accès bases de données externes;http://catalogue.univ-paris1.fr;17 rue de la Sorbonne;Paris;75231;Bibliothèque Lavisse;Bibliothèque Ernest Lavisse;UNIVERSITE PANTHEON-SORBONNE (PARIS);Bibliothèque ou institut universitaire;2;du lundi au vendredi de 9h00 à 18h30;Durant les vacances universitaires. Ouverture en juillet;aux étudiants de Paris 1 et de Paris 4 candidats au CAPES et à l'agrégation;;Accès réservé;R;01.40.46.28.54;http://www.univ-paris1.fr/bibliotheque/bibliotheque-lavisse/accueil;01.40.46.28.54;"Histoire de la Préhistoire à nos jours 
Historiographie 
Histoire de l’Art

9000 diapositives, 450 cartes, ouvrages pour les concours du CAPES et de l'agrégation, fonds d'inventaires d'archives

Legs Halévy de 3 000 ouvrages sur le Royaume-Uni";
751015101;/06871/00214199;48.864277, 2.332609;catalogue en ligne,accès bases de données externes;http://ccbmn.culture.fr;6, rue des pyramides;Paris;75041;Unité de documentation du Service des musées de France (SMF);Unité de documentation du Service des musées de France . Ministère de la Culture, Paris;MINISTERE DE LA CULTURE;Bibliothèque ou centre de documentation spécialisé;3;"L'accès à l’Unité de documentation est libre pour les agents du SMF, du lundi au vendredi de 9h00 à 12h00 et de 14h00 à 17h00.

Elle est accessible sur rendez-vous du lundi au vendredi, de 9h00 à 12h00 aux lecteurs extérieurs.

L'accès est gratuit.";;;;Tous publics;T;;http://www.culture.gouv.fr/Thematiques/Musees/Ressources/Unite-de-documentation-du-service-des-musees-de-France;01 40 15 36 28;"L'Unité de documentation du Service des musées de France (SMF) est un centre de référence sur les collections des Musées de France.

Elle est rattachée au Bureau de la diffusion numérique des collections (Sous-direction des collections, Service des musées de France, Direction générale des patrimoines).

Elle a pour missions essentielles de constituer, enrichir et mettre à disposition un fonds documentaire consacré aux collections et aux activités des musées de France.

Fonds accessibles :

Si les catalogues de collections permanentes constituent le cœur du fonds documentaire, celui-ci est également riche dans les domaines suivants : administration des musées, architecture, droit, muséologie, muséographie, histoire et gestion des collections, politique culturelle française et européenne et marché de l'art pour ne citer que les principaux.

Le dépôt de l'International Council of Museums (ICOM) consenti depuis 1995 a enrichi considérablement ces thématiques par des publications étrangères (monographie, littératures grise et périodiques) :

Catalogues de collections – fonds collections (France-Étranger), de 1800 à nos jours

* Monographies – fonds thématiques

* Périodiques

* Bulletin de Société d'Amis de musée

* Brochures

* Catalogue de ventes

* Littérature grise

* Dossiers documentaires

* Ressources numériques";
783616202;/06871/00212863;48.969329, 1.686251;consultation sur place,prêt à domicile,catalogue en ligne;http://www.manteslajolie.fr/biblio/;Place Mendès-France;Mantes la Jolie;78200;;Médiathèque Louis Aragon;;Bibliothèque médiathèque municipale ou intercommunale;1;"Mardi de 14h à 18h
Mercredi de 10h à 12h30 et de 14h à 18h
Vendredi de 14h à 18h
Samedi de 10h à 12h30 et de 14h à 18h";;;;Tous publics;T;;http://www.mairie-mantes-la-jolie.fr/front/loisirs/niv3_loisirs_3c.php;01.30.63.81.10;Collection encyclopédique et multimédia de lecture publique;
940165201;/06871/00212688;48.7951141, 2.3335011;;;13, rue Gallieni;Cachan;94230;Centre d'archives Henri Poulaille;Centre de littérature prolétarienne;MAIRIE DE CACHAN;Bibliothèque ou centre de documentation spécialisé;3;;;;;;;;;01.49.69.17.91;Centre constitué autour du legs de Henri Poulaille à la ville de Cachan.;Volumétrie globale : 5 000 volumes
751055201;/06871/0029715;48.8393511, 2.3554033;prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes,autre service;;7, rue du Fer-à-Moulin;Paris;75005;;Assistance publique-Hôpitaux de Paris. Centre de Documentation Médico-Pharmaceutique;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS;Bibliothèque ou centre de documentation spécialisé;3;Du lundi au vendredi 10h - 17h. Un samedi par mois : 10h30 - 18h;Fermeture entre Noël et jour de l'an;Réservé professionnels de santé, personnel AP-HP, INSERM;;Accès réservé;R;;;01.46.69.15.96;;
940036201;/06871/0026762;48.804997, 2.3348045;consultation sur place,prêt à domicile,catalogue en ligne;http://86.65.173.58:8089/;1, rue Louis Frébault;Arcueil;94110;;Médiathèque Louis Pergaud;;Bibliothèque médiathèque municipale ou intercommunale;1;"Mardi 15h30 - 20h00 (Enfants 18h00) 
Mercredi 10h00 - 18h00 (sans interruption) 
Vendredi 15h30 - 18h00 
Samedi 10h00 - 13h00 et 14h30 - 18h00";;;;Tous publics;T;01.49.08.51.73;http://www.mediatheque-arcueil.fr/;01.49.08.51.70;Collection encyclopédique et multimédia de lecture publique;La bibliothèque dispose d’un fonds de plus de 80 000 documents, dont 20 000 en image et son (CD, DVD, VHS), 500 cédéroms, 40 000 en livres adultes, 20 000 en bibliothèque enfants, ainsi que 150 titres de périodiques.
