etablissement_id_paysage;uo_lib;nom_court;sigle;type_d_etablissement;typologie_d_universites_et_assimiles;secteur_d_etablissement;vague_contractuelle;localisation;url;coordonnees;uai;anciens_codes_uai;siret;siren;rna;identifiant_wikidata;element_wikidata;identifiant_idref;identifiant_eter;identifiant_ror;element_ror;identifiant_pic;identifiant_orgref;identifiant_isni;element_isni;element_fundref;date_creation;texte_de_ref_creation_lib;texte_de_ref_creation;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;reg_id_old;reg_nom_old;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;numero_telephone_uai;statut_juridique_court;statut_juridique_long;compte_facebook;compte_twitter;compte_instagram;compte_flickr;compte_pinterest;flux_rss;compte_linkedin;compte_france_culture;compte_scribd;compte_scoopit;compte_tumblr;compte_youtube;compte_vimeo;compte_dailymotion;compte_github;wikipedia;wikipedia_en;scanr;hal;mooc;article;uo_lib_officiel;uo_lib_en;url_en;url_cn;url_es;url_de;url_it;universites_fusionnees;etablissement_experimental;champ_recherche;inscrits;inscrits_2010;inscrits_2011;inscrits_2012;inscrits_2013;inscrits_2014;inscrits_2015;inscrits_2016;inscrits_2017;inscrits_2018;inscrits_2019;inscrits_2020;inscrits_2021;inscrits_2022
OJZ4a;Université de Haute-Alsace;;UHA;Université;Université pluridisciplinaire hors santé;public;Vague C;Grand Est>Strasbourg>Haut-Rhin>Mulhouse;https://www.uha.fr/fr/index.html;47.7323,7.31485;0681166Y;;19681166500013;196811665;;Q280183;https://www.wikidata.org/entity/Q280183;026403250;FR0150;04k8k6n84;https://ror.org/04k8k6n84;999861839;14271867;0000 0004 0473 5039;http://www.isni.org/0000 0004 0473 5039;;1975-10-10;Décret n°75-912 du 8 octobre 1975 portant création de l'université du Haut-Rhin;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000853574/;68224;Mulhouse;UU68701;Mulhouse;D068;Haut-Rhin;A15;Strasbourg;R44;Grand Est;R42;Alsace;;2 rue des Frères Lumière;;;68093;Mulhouse CEDEX;France;+33389336000;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/UHA68;https://twitter.com/UHA68;https://www.instagram.com/uha68/;;;;https://www.linkedin.com/school/universit%C3%A9-de-haute-alsace-mulhouse-colmar/;;;;;https://www.youtube.com/user/UnivHauteAlsace;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/196811665;;;à l';Université de Mulhouse;Upper Alsace University;https://www.uha.fr/en/index.html;;;https://www.uha.fr/de/index.html;;;;"Université de Mulhouse;Université de Haute-Alsace;Upper Alsace University;UHA";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=OJZ4a;7947;7743;7536;7436;7688;7923;8064;9376;10029.0;10237.0;10315.0;10029.0;9745.0
vb71K;Université Paris-Est Créteil;;UPEC;Université;Université pluridisciplinaire avec santé;public;Vague E;Île-de-France>Créteil>Val-de-Marne>Paris>Créteil;https://www.u-pec.fr/;48.78852,2.4437;0941111X;;19941111700013;199411117;;Q980688;https://www.wikidata.org/entity/Q980688;028021037;FR0266;05ggc9x40;https://ror.org/05ggc9x40;999484606;8892152;0000 0001 2149 7878;http://www.isni.org/0000 0001 2149 7878;;1971-01-01;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;94028;Créteil;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;61 avenue du Général de Gaulle;;;94010;Créteil CEDEX;France;+33145171000;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/upec.officiel/;https://twitter.com/UPECactus;https://www.instagram.com/uparisestcreteil/;;;https://www.u-pec.fr/adminsite/webservices/export_rss.jsp?objet=actualite&CODE_RUBRIQUE=WEB&SELECTION=0007&TRI_DATE=DATE_DESC;https://www.linkedin.com/school/universite-paris-est-creteil-paris12/;;;;;https://www.youtube.com/channel/UCKcROyoodjYUQnRMpvSUZ8Q;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/199411117;https://hal.u-pec.fr/;;à l';Université de Paris XII;Paris-East Créteil University;https://www.en.u-pec.fr/;;;;;;;"Université de Paris XII;Université Paris-Est Créteil;Paris-East Créteil University;UPEC";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=vb71K;26381;26396;26931;27918;28960;29915;30681;31798;33061.0;33970.0;35651.0;37061.0;36957.0
54VTe;Centrale Lille Institut;Centrale Lille Institut;CLI;École;;public;Vague E;Hauts-de-France>Lille>Nord>Lille>Villeneuve-d'Ascq;https://centralelille.fr/;50.60648,3.13757;"0597139P;0590349J";;19590349700012;195903497;;Q273461;https://www.wikidata.org/entity/Q273461;027964361;FR0121;01x441g73;https://ror.org/01x441g73;999878038;79480;0000 0001 2203 4461;http://www.isni.org/0000 0001 2203 4461;;1854;;;59009;Villeneuve-d'Ascq;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;Cité scientifique;;CS 20048;59651;Villeneuve-d'Ascq CEDEX;France;+33320335353;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/EcoleCentraleLille/;https://twitter.com/Centralelille;;;;http://www.ec-lille.fr/fr/rss;https://www.linkedin.com/school/centrale-lille/;;;;;;;;;;;;;;à;Centrale Lille Institut;;;;;;;;;"Institut industriel du Nord;Centrale Lille Institut;École des arts industriels et des mines;École centrale de Lille;École impériale des arts industriels et des mines;Institut industriel agronomique et commercial du Nord de la France;EC Lille;IDN;CLI";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=54VTe;1449;1438;1495;1562;1595;1658;1605;1644;1668.0;2086.0;2144.0;1613.0;2272.0
xMWFa;CESI;;CESI;École;;privé;Vague D;Île-de-France>Versailles>Hauts-de-Seine>Paris>Puteaux;https://www.cesi.fr/;48.88976,2.24012;"0922455U;0755372G";;"77572257201109;77572257200812";775722572;W751059231;Q30255548;https://www.wikidata.org/entity/Q30255548;035074566;FR0213;04f87d812;https://ror.org/04f87d812;;;;;;1958-11-09;;;92062;Puteaux;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;R11;Île-de-France;Tour PB5;1 avenue du Général de Gaulle;;;92074;Paris La Défense;France;+33144459200;Association loi de 1901;Association loi de 1901;;https://twitter.com/GroupeCESI;https://www.instagram.com/campus_cesi/;;;;https://www.linkedin.com/company/groupe-cesi/;;;;;https://www.youtube.com/user/groupecesi1/;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/775722572;;;au;Campus d'enseignement supérieur et de formation professionnelle;;;;;;;;;"Campus d'enseignement supérieur et de formation professionnelle;CESI";;;;;;;;;;;;;;
B8q5v;École nationale de la météorologie;ENM;;École;;public;Vague A;Occitanie>Toulouse>Haute-Garonne>Toulouse;https://meteofrance.fr/enm;43.57598,1.37422;0312069F;;18006003000400;180060030;;Q3578126;https://www.wikidata.org/entity/Q3578126;087863987;;01bn93e28;https://ror.org/01bn93e28;;;0000 0004 1762 3036;http://www.isni.org/0000 0004 1762 3036;;1948;;;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;42 avenue Gaspard Coriolis;;;31057;Toulouse CEDEX 1;France;;EPA;Établissement public national à caractère administratif;;;;;;;;;;;;;;;;;;;;;à l';;;;;;;;;;"École de la météorologie;École nationale de la météorologie;ENM";;;;;;;;;;;;;;
x2D1F;École supérieure d’agriculture d'Angers;ESA;ESA;École;;privé;Vague B;Pays de la Loire>Nantes>Maine-et-Loire>Angers;https://www.groupe-esa.com/;47.458784,-0.543657;0490072M;;34238263700011;342382637;W491009463;Q3578375;https://www.wikidata.org/entity/Q3578375;030341558;FR0096;02vb4k656;https://ror.org/02vb4k656;;;0000 0001 2267 0943;http://www.isni.org/0000 0001 2267 0943;;1898;;;49007;Angers;UU49701;Angers;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;55 RUE RABELAIS;;BP 30748;49007;ANGERS CEDEX 01;France;;Association loi de 1901;Association loi de 1901;https://www.facebook.com/GroupeESA.Angers.officiel;https://twitter.com/Groupe_ESA;;;;;https://www.linkedin.com/school/134403;;;;;https://www.youtube.com/user/webmastergroupesa;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/342382637;;;à l';;Higher school of agriculture of Angers;https://www.groupe-esa.com/en/;;;;;;;"École supérieure d’agriculture d'Angers;ESA;Higher school of agriculture of Angers";;;;;;;;;;;;;;
khs4b;École supérieure d'ingénieurs des travaux de la construction de Paris;ESITC Paris;ESITC Paris;École;;privé;Vague E;Île-de-France>Créteil>Val-de-Marne>Paris>Arcueil;https://www.esitc-paris.fr/fr;48.80497,2.3256;0941954N;;"39433164900019;39433164900027";394331649;;Q3578412;https://www.wikidata.org/entity/Q3578412;086229834;FR0269;037mk9523;https://ror.org/037mk9523;;;;;;1992;;;94003;Arcueil;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;79 avenue Aristide Briand;;CS 80433;94234;Arcueil CEDEX;France;+33181801515;Association loi de 1901;Association loi de 1901;https://www.facebook.com/esitcparis/;https://twitter.com/esitcparis;;;;;https://www.linkedin.com/school/16269712/;;;;;;;;;;;;;;à l';;;;;;;;;;"École supérieure des travaux publics de Cachan;École supérieure d'ingénieurs des travaux de la construction de Cachan;École supérieure d'ingénieurs des travaux de la construction de Paris;ESTP de Cachan;ESITC de Cachan;ESITC Paris;ESTP Cachan;ESITC Cachan";;;;;;;;;;;;;;
xRH6D;Institut catholique de Vendée;ICES;ICES;École;;privé;;Pays de la Loire>Nantes>Vendée>La Roche-sur-Yon;https://ices.fr/;46.67251,-1.41955;0851415B;;37920430800033;379204308;W852000468;Q3151861;https://www.wikidata.org/entity/Q3151861;031034098;FR0237;02tqmhd47;https://ror.org/02tqmhd47;;;0000 0001 2097 2067;http://www.isni.org/0000 0001 2097 2067;;1990-01-01;;;85191;La Roche-sur-Yon;UU85501;La Roche-sur-Yon;D085;Vendée;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;17 boulevard des Belges;;BP 691;85017;La Roche-sur-Yon CEDEX;France;+33251461213;Association loi de 1901;Association loi de 1901;https://www.facebook.com/ices.univcatho/;https://twitter.com/ices_univcatho;https://www.instagram.com/ICES_UnivCatho/;;https://www.pinterest.fr/ICES_UnivCatho/;;https://www.linkedin.com/school/institut-catholique-d'%C3%A9tudes-sup%C3%A9rieures/;;;;;https://www.youtube.com/user/WebmasterICES;;;;;;;;;à l';;ICES Vendée catholic university;;;;;;;;"Institut catholique de Vendée;Institut catholique d'études supérieures;ICES;ICES Vendée catholic university;Catholic Institute of Higher Studies";;;;;;;;;;;;;;
0XJbA;Institut d'économie scientifique et de gestion;IÉSEG;;École;;privé;;Hauts-de-France>Lille>Nord>Lille;https://www.ieseg.fr/;50.63538,3.04488;0593202K;;78370705200032;783707052;W595007300;Q3156522;https://www.wikidata.org/entity/Q3156522;030507200;;04jqeag92;https://ror.org/04jqeag92;;25165447;0000 0004 0639 0409;http://www.isni.org/0000 0004 0639 0409;;1964;;;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;3 rue de la Digue;;;59800;Lille;France;+33320545892;Association loi de 1901;Association loi de 1901;https://www.facebook.com/ieseg.school.of.management/;https://twitter.com/IESEG;https://www.instagram.com/ieseg_school/;;;;https://www.linkedin.com/school/ieseg-school-of-management/;;;;;https://www.youtube.com/user/iesegchannel;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/783707052;;;à l';;IESEG School of Management;;;;;;;;"Institut d'économie scientifique et de gestion;IÉSEG;IESEG School of Management";;;;;;;;;;;;;;
z8973;ISMANS;;ISMANS CESI;École;;privé;Vague B;Pays de la Loire>Nantes>Sarthe>Le Mans;https://ismans.cesi.fr/;48.019687,0.157589;0721484X;;"34359272100017;34359272100025";343592721;;Q3152596;https://www.wikidata.org/entity/Q3152596;;;001s4x714;https://ror.org/001s4x714;;;;;;1987-03-04;;;72181;Le Mans;UU72701;Le Mans;D072;Sarthe;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;44 avenue Frédéric Auguste Bartholdi;;;72000;Le Mans;France;+33243214000;Association loi de 1901;Association loi de 1901;https://www.facebook.com/ismanscesi/;https://twitter.com/ismanscesi;;;;;https://www.linkedin.com/school/ismans/;;;;;;;;;;;;;;à;Institut supérieur des matériaux du Mans;;;;;;;;;"Institut supérieur des matériaux du Mans;ISMANS;ISMANS CESI";;;;;;;;;;;;;;
Y7ch7;Université Grenoble Alpes;;UGA;Grand établissement;Université pluridisciplinaire avec santé;public;Vague A;Auvergne-Rhône-Alpes>Grenoble>Isère>Grenoble>Saint-Martin-d'Hères;https://www.univ-grenoble-alpes.fr/;45.19159,5.76726;0383546Y;"0383493R;0383412C";13002608100013;130026081;;Q945876;https://www.wikidata.org/entity/Q945876;240648315;FR0367;02rx3b187;https://ror.org/02rx3b187;897379108;;;;;2019-11-04;Décret n° 2019-1123 du 31 octobre 2019 portant création de l'Université Grenoble Alpes et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000039306168/;38421;Saint-Martin-d'Hères;UU38701;Grenoble;D038;Isère;A08;Grenoble;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;621 avenue Centrale;;;38400;Saint-Martin-d'Hères;France;+33457422142;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/UGrenobleAlpes/;https://twitter.com/UGrenobleAlpes;https://www.instagram.com/universitegrenoblealpes/;;;https://www.univ-grenoble-alpes.fr/rss/;https://www.linkedin.com/school/universit%C3%A9-grenoble-alpes/;;;;;https://www.youtube.com/user/UniversiteDeGrenoble/;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/130026081;http://hal.univ-grenoble-alpes.fr/;;à l';Université Grenoble Alpes;;;;;;;;Oui;"Université Grenoble Alpes;UGA";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=Y7ch7;;;;;;;;;;54560.0;54443.0;55034.0;52369.0
7Gzub;Université Jean Moulin - Lyon 3;Lyon III;;Université;Université tertiaire - droit et économie;public;Vague A;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Lyon 8e;https://www.univ-lyon3.fr/;45.747027,4.860547;0692437Z;;"19692437700019;19692437700282";196924377;;Q4027;https://www.wikidata.org/entity/Q4027;026404494;FR0161;05b5c0584;https://ror.org/05b5c0584;986217625;13469109;0000 0001 2192 0883;http://www.isni.org/0000 0001 2192 0883;;1973-07-28;Décret no 73-738 du 26 juillet 1973 portant création des universités Lyon-II et Lyon-III;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000500622/;69388;Lyon 8e;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;1C avenue des Frères Lumière;;CS 78242;69372;Lyon CEDEX 08;France;+33478787878;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/UnivJeanMoulinLyon3/;https://twitter.com/UJML;https://www.instagram.com/univlyon3/;;;;https://www.linkedin.com/school/universit-jean-moulin---lyon-3/;;;;;https://www.youtube.com/channel/UCIwyAXIOfX0u5tRwxsQeyzQ;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/196924377;https://hal-univ-lyon3.archives-ouvertes.fr/;https://www.fun-mooc.fr/universities/universite-jean-moulin-lyon-3/;à l';Université Lyon-III;Jean Moulin University Lyon 3;https://www.univ-lyon3.fr/accueil-en;;;;;;;"Université Lyon-III;Université Jean Moulin - Lyon 3;Lyon III;Jean Moulin University Lyon 3";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=7Gzub;22590;23610;24652;25340;25334;26452;26972;26969;27336.0;25710.0;25219.0;25559.0;25035.0
gghMO;Institut français de la mode;;IFM Paris;École;;privé;;Île-de-France>Paris>Paris 13e;https://www.ifmparis.fr/fr/;48.84062,2.36998;0754566F;;33345298500034;333452985;W751072869;Q3152284;https://www.wikidata.org/entity/Q3152284;;;046p4xg50;https://ror.org/046p4xg50;931303015;;;;;1986;;;75113;Paris 13e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;34 quai d'Austerlitz;;;75013;PARIS;France;;Association loi de 1901;Association loi de 1901;https://www.facebook.com/ifm.paris/;https://twitter.com/ifmparis;https://www.instagram.com/ifmparis/;;;;https://www.linkedin.com/company/institut-francais-de-la-mode/;;;;;https://www.youtube.com/channel/UCGid2PY5isJCdaH5vUDb8TA;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/333452985;;;à l';Institut français de la mode;;;;;;;;;"Institut français de la mode;IFM Paris";;;;;;;;;;;;;;
Onzi5;ECAM-EPMI;ECAM-EPMI;;École;;privé;Vague E;Île-de-France>Versailles>Val-d'Oise>Paris>Cergy;https://www.ecam-epmi.fr/;49.031763,2.074459;0951819L;;38896452000018;388964520;W953003859;Q3577775;https://www.wikidata.org/entity/Q3577775;;FR0278;05bdngh08;https://ror.org/05bdngh08;;;;;;1992;;;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;13 boulevard de l’Hautil;;;95092;Cergy-Pontoise CEDEX;France;+33130756040;Association loi de 1901;Association loi de 1901;https://www.facebook.com/epmi.officiel;https://twitter.com/EcoleECAM_EPMI;;;;;;;;;;https://www.youtube.com/@ecam-epmi918;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/388964520;;;à l';ECAM-EPMI;;https://www.ecam-epmi.fr/en-about-ecam-epmi/;;;;;;;ECAM-EPMI;;;;;;;;;;;;;;
IjOqn;École de biologie industrielle;EBI;;École;;privé;Vague E;Île-de-France>Versailles>Val-d'Oise>Paris>Cergy;https://www.ebi-edu.com/ebi-grande-ecole-ingenieurs-biologie-cergy/;49.032934,2.065594;0951820M;;"38859163800027;38859163800019;38859163800035";388591638;W953000746;Q3577829;https://www.wikidata.org/entity/Q3577829;;FR0279;029rzwj76;https://ror.org/029rzwj76;;;0000 0004 1764 7863;http://www.isni.org/0000 0004 1764 7863;;1992;;;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;32 boulevard du Port;;;95094;Cergy Pontoise CEDEX;France;+33185766690;Association loi de 1901;Association loi de 1901;https://www.facebook.com/hubebi;https://twitter.com/ebicergy;;;;;https://www.linkedin.com/school/%C3%A9cole-de-biologie-industrielle/;;;;;https://www.youtube.com/channel/UCMblD2oTWt2UfkGCEe8TrYw;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/388591638;;;à l';;;https://www.ebi-edu.com/en/the-school-of-industrial-biology/;;;;;;;"École de biologie industrielle;EBI";;;;;;;;;;;;;;
u82xd;Université de technologie Tarbes Occitanie Pyrénées;;UTTOP;École;;public;Vague A;Occitanie>Toulouse>Hautes-Pyrénées>Tarbes;https://www.uttop.fr/fr/index.html;43.225181,0.05325;0651124U;;19650048200019;196500482;;Q124412825;https://www.wikidata.org/entity/Q124412825;;;049we9z90;https://ror.org/049we9z90;;;;;;2023-11-27;Décret n° 2023-1094 du 24 novembre 2023 relatif à l'Université de technologie de Tarbes;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000048460411;65440;Tarbes;UU65501;Tarbes;D065;Hautes-Pyrénées;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;47 avenue d'Azereix;;BP 1629;65016;Tarbes CEDEX;France;+33562442700;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;;;;;;;;;;;;;;;;;;University of Technology Tarbes Occitanie Pyrénées;https://www.uttop.fr/en/index.html;;;;;;;"Université de technologie Tarbes Occitanie Pyrénées;University of Technology Tarbes Occitanie Pyrénées;UTTOP";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=u82xd;;;;;;;;;;;;;
4i3C4;École nationale supérieure d'architecture de Paris-La Villette;ENSAPLV;;École;;public;;Île-de-France>Paris>Paris 19e;https://paris-lavillette.archi.fr/;48.89325,2.38192;0751875F;;19751875600014;197518756;;Q3578185;https://www.wikidata.org/entity/Q3578185;185977049;FR0182;03e2r1r87;https://ror.org/03e2r1r87;;;0000 0001 2322 3651;http://www.isni.org/0000 0001 2322 3651;;;;;75119;Paris 19e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;144  RUE DE FLANDRE;;;75019;PARIS;France;;Autre établissement public national d'enseignement;Autre établissement public national d'enseignement;https://www.facebook.com/La-Salle-dExpo-ENSAPLV-246558815401564/;https://twitter.com/ENSAPLV;;;;;;;;;;;;;;;;;;;à l';;;https://paris-lavillette.archi.fr/en/;;https://paris-lavillette.archi.fr/es/;;;;;"École nationale supérieure d'architecture de Paris-La Villette;ENSAPLV";;;;;;;;;;;;;;
ZCWyO;École nationale supérieure de formation de l’enseignement agricole;;ENSFEA;École;;public;;Occitanie>Toulouse>Haute-Garonne>Toulouse>Castanet-Tolosan;https://www.ensfea.fr/;43.534875,1.486908;0310143M;;19310143300012;193101433;;Q3578119;https://www.wikidata.org/entity/Q3578119;034635491;;03ac68784;https://ror.org/03ac68784;;;0000 0001 2155 2339;http://www.isni.org/0000 0001 2155 2339;;;;;31113;Castanet-Tolosan;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;2 route de Narbonne;Auzeville-Tolosane;BP 22687;31326;Castanet Tolosan Cedex;France;0561753232;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/ensfea.toulouse;;;;;;;;;;;;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/193101433;;;à l';;;;;;;;;;"École nationale féminine d'agronomie;École nationale supérieure de formation de l’enseignement agricole;ENFA;ENSFEA";;;;;;;;;;;;;;
